timestamp,Soil humidity 1,Irrigation field 1,Soil humidity 2,Irrigation field 2,Soil humidity 3,Irrigation field 3,Soil humidity 4,Irrigation field 4,Air temperature (C),Air humidity (%),Pressure (KPa),Wind speed (Km/h),Wind gust (Km/h),Wind direction (Deg)
2019-03-01 05:50:00,68,0,57.92,0,51.89,0,38.19,1,18.59,13.78,101.6,11.33,63.16,315
2019-03-01 05:55:00,68,0,57.89,0,51.83,0,38.42,1,18.54,13.97,101.6,10.6,56.14,315
2019-03-01 06:00:00,68,0,57.87,0,51.78,0,38.64,1,18.48,14.16,101.61,9.88,49.13,315
2019-03-01 06:05:00,68,0,57.84,0,51.72,0,38.87,1,18.43,14.35,101.61,9.15,42.11,315
2019-03-01 06:10:00,68,0,57.82,0,51.67,0,39.09,1,18.27,14.82,101.61,9.46,42.48,315
2019-03-01 06:15:00,68,0,57.79,0,51.61,0,39.32,1,18.12,15.29,101.61,9.76,42.86,315
2019-03-01 06:20:00,68,0,57.76,0,51.56,0,39.55,1,18.08,15.52,101.61,10.27,54.76,315
2019-03-01 06:25:00,68,0,57.74,0,51.5,0,39.77,1,18.03,15.74,101.61,10.78,66.67,315
2019-03-01 06:30:00,68,0,57.71,0,51.44,0,40,1,17.98,15.89,101.62,10.67,64.1,315
2019-03-01 06:35:00,68,0,57.68,0,51.39,0,39.95,0,17.92,16.04,101.62,10.56,61.54,315
2019-03-01 06:40:00,68,0,57.66,0,51.33,0,39.9,0,17.83,16.26,101.63,10.23,55.26,315
2019-03-01 06:45:00,68,0,57.63,0,51.28,0,39.85,0,17.74,16.47,101.64,9.9,48.98,315
2019-03-01 06:50:00,68,0,57.61,0,51.22,0,39.79,0,17.67,16.56,101.65,10.59,51.16,315
2019-03-01 06:55:00,67.97,0,57.58,0,51.17,0,39.74,0,17.61,16.65,101.65,11.28,53.33,315
2019-03-01 07:00:00,67.94,0,57.55,0,51.11,0,39.69,0,17.56,16.77,101.66,11.68,55.24,315
2019-03-01 07:05:00,67.92,0,57.53,0,51.06,0,39.64,0,17.51,16.89,101.68,12.07,57.14,315
2019-03-01 07:10:00,67.89,0,57.5,0,51,0,39.59,0,17.44,16.97,101.69,11.42,55.36,315
2019-03-01 07:15:00,67.86,0,57.47,0,50.94,0,39.54,0,17.37,17.05,101.7,10.76,53.57,315
2019-03-01 07:20:00,67.83,0,57.45,0,50.89,0,39.49,0,17.3,17.12,101.7,10.1,51.78,315
2019-03-01 07:25:00,67.81,0,57.42,0,50.83,0,39.44,0,17.23,17.2,101.71,9.45,50,315
2019-03-01 07:30:00,67.78,0,57.39,0,50.78,0,39.38,0,17.19,17.26,101.72,8.76,39.82,157.5
2019-03-01 07:35:00,67.75,0,57.37,0,50.72,0,39.33,0,17.15,17.32,101.72,8.07,29.63,0
2019-03-01 07:40:00,67.72,0,57.34,0,50.67,0,39.28,0,17.16,17.38,101.72,8.06,30.6,157.5
2019-03-01 07:45:00,67.69,0,57.32,0,50.61,0,39.23,0,17.17,17.43,101.72,8.05,31.58,315
2019-03-01 07:50:00,67.67,0,57.29,0,50.56,0,39.18,0,17.33,17.28,101.72,7.76,34.84,315
2019-03-01 07:55:00,67.64,0,57.26,0,50.5,0,39.13,0,17.49,17.14,101.73,7.46,38.1,315
2019-03-01 08:00:00,67.61,0,57.24,0,50.44,0,39.08,0,17.72,16.95,101.74,7.82,42.12,315
2019-03-01 08:05:00,67.58,0,57.21,0,50.39,0,39.03,0,17.95,16.77,101.74,8.17,46.15,315
2019-03-01 08:10:00,67.56,0,57.18,0,50.33,0,38.97,0,18.32,16.38,101.74,8.22,46.6,315
2019-03-01 08:15:00,67.53,0,57.16,0,50.28,0,38.92,0,18.68,15.98,101.73,8.26,47.06,315
2019-03-01 08:20:00,67.5,0,57.13,0,50.22,0,38.87,0,19.16,15.18,101.73,9.62,52.1,315
2019-03-01 08:25:00,67.47,0,57.11,0,50.17,0,38.82,0,19.64,14.38,101.73,10.97,57.14,315
2019-03-01 08:30:00,67.44,0,57.08,0,50.11,0,38.77,0,20.19,13.74,101.74,10.23,57.84,315
2019-03-01 08:35:00,67.42,0,57.05,0,50.06,0,38.72,0,20.74,13.09,101.75,9.48,58.54,315
2019-03-01 08:40:00,67.39,0,57.03,0,50,0,38.67,0,21.2,12.46,101.76,11.27,62.66,315
2019-03-01 08:45:00,67.36,0,57,0,49.94,0,38.62,0,21.67,11.82,101.76,13.06,66.77,315
2019-03-01 08:50:00,67.33,0,56.72,0,49.89,0,38.56,0,22.14,11.19,101.77,14.84,70.89,315
2019-03-01 08:55:00,67.31,0,56.44,0,49.83,0,38.51,0,22.6,10.56,101.78,16.63,75,315
2019-03-01 09:00:00,67.28,0,56.15,0,49.78,0,38.46,0,23.08,10.22,101.78,15.14,71.78,315
2019-03-01 09:05:00,67.25,0,55.87,0,49.72,0,38.41,0,23.56,9.87,101.78,13.64,68.57,315
2019-03-01 09:10:00,67.22,0,55.59,0,49.67,0,38.36,0,24,9.64,101.78,14.14,71.78,315
2019-03-01 09:15:00,67.19,0,55.31,0,49.61,0,38.31,0,24.45,9.42,101.79,14.65,75,315
2019-03-01 09:20:00,67.17,0,55.03,0,49.56,0,38.26,0,24.6,9.2,101.8,16.02,81.94,315
2019-03-01 09:25:00,67.14,0,54.74,0,49.5,0,38.21,0,24.74,8.99,101.81,17.38,88.89,315
2019-03-01 09:30:00,67.11,0,54.46,0,49.44,0,38.15,0,24.92,8.8,101.81,16.92,96.62,315
2019-03-01 09:35:00,67.08,0,54.18,0,49.39,0,38.1,0,25.1,8.61,101.81,16.45,104.35,315
2019-03-01 09:40:00,67.06,0,53.9,0,49.33,0,38.05,0,25.34,8.38,101.82,17.08,118.84,315
2019-03-01 09:45:00,67.03,0,53.62,0,49.28,0,38,0,25.58,8.16,101.82,17.71,133.33,315
2019-03-01 09:50:00,67,0,53.33,0,49.22,0,37.82,0,25.7,8,101.82,17.84,126.66,315
2019-03-01 09:55:00,67.06,1,53.05,0,49.17,0,37.63,0,25.81,7.84,101.83,17.98,120,315
2019-03-01 10:00:00,67.11,1,52.77,0,49.11,0,37.45,0,26.09,7.8,101.83,20.51,114.54,315
2019-03-01 10:05:00,67.17,1,52.49,0,49.06,0,37.27,0,26.37,7.76,101.83,23.03,109.09,315
2019-03-01 10:10:00,67.22,1,52.21,0,49,0,37.08,0,26.49,7.68,101.82,22.46,117.7,315
2019-03-01 10:15:00,67.28,1,51.92,0,49.01,0,36.9,0,26.61,7.6,101.82,21.9,126.32,315
2019-03-01 10:20:00,67.33,1,51.64,0,49.01,0,36.72,0,26.71,7.39,101.83,19.19,109.32,315
2019-03-01 10:25:00,67.39,1,51.36,0,49.02,0,36.53,0,26.81,7.18,101.84,16.48,92.31,315
2019-03-01 10:30:00,67.44,1,51.08,0,49.02,0,36.35,0,26.84,7.11,101.84,17.35,112.82,315
2019-03-01 10:35:00,67.5,1,50.79,0,49.03,0,36.17,0,26.88,7.04,101.84,18.22,133.33,315
2019-03-01 10:40:00,67.56,1,50.51,0,49.03,0,35.98,0,27.26,6.96,101.84,17.12,111.11,315
2019-03-01 10:45:00,67.61,1,50.23,0,49.04,0,35.8,0,27.63,6.88,101.85,16.01,88.89,315
2019-03-01 10:50:00,67.67,1,49.95,0,49.04,0,35.62,0,27.48,6.98,101.84,16.41,104.44,315
2019-03-01 10:55:00,67.72,1,49.67,0,49.05,0,35.43,0,27.34,7.09,101.84,16.81,120,315
2019-03-01 11:00:00,67.78,1,49.38,0,49.05,0,35.25,0,27.58,7.08,101.84,15.62,115,315
2019-03-01 11:05:00,67.83,1,49.1,0,49.06,0,35.07,0,27.83,7.06,101.84,14.42,110,315
2019-03-01 11:10:00,67.89,1,48.82,0,49.07,0,34.88,0,28.08,7.05,101.83,13.23,105,315
2019-03-01 11:15:00,67.94,1,48.54,0,49.07,0,34.7,0,28.32,7.04,101.83,12.04,100,315
2019-03-01 11:20:00,68,1,48.26,0,49.08,0,34.52,0,28.24,6.65,101.83,13.87,70.34,315
2019-03-01 11:25:00,68.06,1,47.97,0,49.08,0,34.33,0,28.16,6.27,101.83,15.7,40.68,315
2019-03-01 11:30:00,68.11,1,47.69,0,49.09,0,34.15,0,28.32,6.22,101.82,15.54,38.8,315
2019-03-01 11:35:00,68.17,1,47.41,0,49.09,0,33.97,0,28.48,6.16,101.81,15.37,36.92,315
2019-03-01 11:40:00,68.22,1,47.13,0,49.1,0,33.78,0,28.66,6.01,101.82,15.1,58.46,315
2019-03-01 11:45:00,68.28,1,46.85,0,49.1,0,33.6,0,28.84,5.86,101.82,14.83,80,315
2019-03-01 11:50:00,68.33,1,46.56,0,49.11,0,33.42,0,28.76,6.04,101.82,14.57,62.64,315
2019-03-01 11:55:00,68.39,1,46.28,0,49.12,0,33.23,0,28.67,6.22,101.81,14.3,45.28,315
2019-03-01 12:00:00,68.44,1,46,0,49.12,0,33.05,0,29.02,6,101.81,14.5,51.21,315
2019-03-01 12:05:00,68.5,1,45.72,0,49.13,0,32.87,0,29.36,5.79,101.81,14.69,57.14,315
2019-03-01 12:10:00,68.56,1,45.44,0,49.13,0,32.68,0,29.26,6,101.8,14.18,66.07,315
2019-03-01 12:15:00,68.61,1,45.15,0,49.14,0,32.5,0,29.17,6.21,101.78,13.66,75,315
2019-03-01 12:20:00,68.67,1,44.87,0,49.14,0,32.32,0,28.94,6.14,101.77,14.62,67.5,315
2019-03-01 12:25:00,68.72,1,44.59,0,49.15,0,32.13,0,28.72,6.07,101.76,15.58,60,315
2019-03-01 12:30:00,68.78,1,44.31,0,49.15,0,31.95,0,29.1,5.97,101.76,14.42,66.37,315
2019-03-01 12:35:00,68.83,1,44.03,0,49.16,0,31.77,0,29.48,5.87,101.75,13.27,72.73,315
2019-03-01 12:40:00,68.89,1,43.74,0,49.16,0,31.58,0,29.32,5.81,101.74,13.92,79.22,315
2019-03-01 12:45:00,68.94,1,43.46,0,49.17,0,31.4,0,29.15,5.75,101.72,14.56,85.71,315
2019-03-01 12:50:00,69,1,43.18,0,49.18,0,31.22,0,29.4,5.54,101.71,14.71,77.14,315
2019-03-01 12:55:00,69.06,1,42.9,0,49.18,0,31.03,0,29.64,5.34,101.7,14.86,68.57,315
2019-03-01 13:00:00,69.11,1,42.62,0,49.19,0,30.85,0,29.6,5.35,101.7,14.75,74.28,315
2019-03-01 13:05:00,69.17,1,42.33,0,49.19,0,30.67,0,29.56,5.36,101.69,14.64,80,315
2019-03-01 13:10:00,69.22,1,42.05,0,49.2,0,30.48,0,29.82,5.3,101.68,13.64,78.71,315
2019-03-01 13:15:00,69.28,1,41.77,0,49.2,0,30.3,0,30.09,5.24,101.67,12.63,77.42,315
2019-03-01 13:20:00,69.33,1,41.49,0,49.21,0,30.12,0,30.11,5.26,101.66,13.51,74,315
2019-03-01 13:25:00,69.39,1,41.21,0,49.21,0,29.93,0,30.13,5.28,101.65,14.39,70.59,315
2019-03-01 13:30:00,69.44,1,40.92,0,49.22,0,29.75,0,30.06,5.26,101.64,13.98,71.66,315
2019-03-01 13:35:00,69.5,1,40.64,0,49.23,0,29.57,0,29.98,5.25,101.63,13.56,72.73,315
2019-03-01 13:40:00,69.56,1,40.36,0,49.23,0,29.38,0,30.22,5.04,101.62,13.32,76.77,315
2019-03-01 13:45:00,69.61,1,40.08,0,49.24,0,29.2,0,30.46,4.84,101.62,13.07,80.81,315
2019-03-01 13:50:00,69.67,1,39.79,0,49.24,0,29.02,0,30.7,4.64,101.61,12.82,84.85,315
2019-03-01 13:55:00,69.72,1,39.51,0,49.25,0,28.83,0,30.94,4.43,101.6,12.58,88.89,315
2019-03-01 14:00:00,69.78,1,39.23,0,49.25,0,28.65,0,30.9,4.5,101.6,12.92,86.02,315
2019-03-01 14:05:00,69.83,1,38.95,0,49.26,0,28.47,0,30.86,4.56,101.59,13.25,83.16,315
2019-03-01 14:10:00,69.89,1,38.67,0,49.26,0,28.28,0,30.81,4.62,101.58,13.58,80.29,315
2019-03-01 14:15:00,69.94,1,38.38,0,49.27,0,28.1,0,30.77,4.69,101.58,13.92,77.42,315
2019-03-01 14:20:00,70,1,38.1,0,49.27,0,27.92,0,30.82,4.69,101.57,13.76,73.06,315
2019-03-01 14:25:00,70.06,1,37.82,0,49.28,0,27.73,0,30.87,4.7,101.56,13.6,68.71,315
2019-03-01 14:30:00,70.11,1,37.54,0,49.29,0,27.55,0,30.92,4.7,101.54,13.44,64.36,315
2019-03-01 14:35:00,70.17,1,37.26,0,49.29,0,27.37,0,30.97,4.7,101.53,13.28,60,315
2019-03-01 14:40:00,70.22,1,36.97,0,49.3,0,27.18,0,30.99,4.25,101.52,13.43,59.27,315
2019-03-01 14:45:00,70.28,1,36.69,0,49.3,0,27,0,31.02,3.8,101.51,13.58,58.54,315
2019-03-01 14:50:00,70.33,1,36.41,0,49.31,0,26.82,0,31.06,3.9,101.5,13.22,56.54,315
2019-03-01 14:55:00,70.39,1,36.13,0,49.31,0,26.63,0,31.09,4,101.49,12.86,54.55,315
2019-03-01 15:00:00,70.44,1,35.85,0,49.32,0,26.45,0,31.08,4.02,101.48,12.78,43.28,315
2019-03-01 15:05:00,70.5,1,35.56,0,49.32,0,26.27,0,31.06,4.03,101.47,12.7,32,315
2019-03-01 15:10:00,70.56,1,35.28,0,49.33,0,26.08,0,31.08,4.04,101.46,12.58,33.64,315
2019-03-01 15:15:00,70.61,1,35,0,49.34,0,25.9,0,31.09,4.04,101.46,12.45,35.29,315
2019-03-01 15:20:00,70.67,1,35,0,49.34,0,25.72,0,31.16,3.92,101.46,12.16,35.83,315
2019-03-01 15:25:00,70.72,1,35,0,49.35,0,25.53,0,31.23,3.8,101.45,11.88,36.36,315
2019-03-01 15:30:00,70.78,1,35,0,49.35,0,25.35,0,31.16,3.76,101.45,11.98,45.46,315
2019-03-01 15:35:00,70.83,1,35,0,49.36,0,25.17,0,31.1,3.73,101.45,12.08,54.55,315
2019-03-01 15:40:00,70.89,1,35,0,49.36,0,24.98,0,30.96,3.86,101.44,12.96,61.56,315
2019-03-01 15:45:00,70.94,1,35,0,49.37,0,24.8,0,30.81,3.99,101.43,13.83,68.57,315
2019-03-01 15:50:00,71,1,35,0,49.37,0,24.62,0,30.85,3.78,101.43,13.28,61.56,315
2019-03-01 15:55:00,70.97,0,35,0,49.38,0,24.43,0,30.9,3.57,101.42,12.72,54.55,315
2019-03-01 16:00:00,70.95,0,35,0,49.38,0,24.25,0,30.96,3.91,101.42,12.04,50.8,315
2019-03-01 16:05:00,70.92,0,35,0,49.39,0,24.07,0,31.01,4.25,101.42,11.36,47.06,315
2019-03-01 16:10:00,70.89,0,35,0,49.4,0,23.88,0,30.84,4.01,101.42,12.25,45.75,315
2019-03-01 16:15:00,70.86,0,35,0,49.4,0,23.7,0,30.68,3.77,101.41,13.14,44.44,315
2019-03-01 16:20:00,70.84,0,35,0,49.41,0,23.52,0,30.81,3.94,101.41,12.19,46.22,315
2019-03-01 16:25:00,70.81,0,35,0,49.41,0,23.33,0,30.94,4.11,101.41,11.24,48,315
2019-03-01 16:30:00,70.78,0,35,0,49.42,0,23.15,0,30.8,4.14,101.4,11.93,51.9,315
2019-03-01 16:35:00,70.76,0,35,0,49.42,0,22.97,0,30.67,4.17,101.4,12.62,55.81,315
2019-03-01 16:40:00,70.73,0,35,0,49.43,0,22.78,0,30.59,4.43,101.4,12.38,53.86,315
2019-03-01 16:45:00,70.7,0,35,0,49.43,0,22.6,0,30.52,4.69,101.4,12.14,51.9,315
2019-03-01 16:50:00,70.68,0,35,0,49.44,0,22.42,0,30.44,4.95,101.41,11.89,49.95,315
2019-03-01 16:55:00,70.65,0,35,0,49.45,0,22.23,0,30.36,5.21,101.41,11.65,48,315
2019-03-01 17:00:00,70.62,0,35,0,49.45,0,22.05,0,30.2,5.5,101.42,11.28,44.57,315
2019-03-01 17:05:00,70.59,0,35,0,49.46,0,21.87,0,30.05,5.8,101.42,10.92,41.14,315
2019-03-01 17:10:00,70.57,0,35,0,49.46,0,21.68,0,29.9,6.09,101.43,10.56,37.72,315
2019-03-01 17:15:00,70.54,0,35,0,49.47,0,21.5,0,29.74,6.38,101.43,10.19,34.29,315
2019-03-01 17:20:00,70.51,0,35,0,49.47,0,21.32,0,29.57,6.22,101.43,10.84,36.5,326.25
2019-03-01 17:25:00,70.49,0,35,0,49.48,0,21.13,0,29.4,6.05,101.43,11.48,38.71,337.5
2019-03-01 17:30:00,70.46,0,35,0,49.48,0,20.95,0,29.31,6.14,101.43,10.5,50.12,326.25
2019-03-01 17:35:00,70.43,0,35,0,49.49,0,20.77,0,29.22,6.23,101.43,9.52,61.54,315
2019-03-01 17:40:00,70.41,0,35,0,49.49,0,20.58,0,29.08,6.43,101.43,10.69,66.06,315
2019-03-01 17:45:00,70.38,0,35,0,49.5,0,20.4,0,28.94,6.62,101.43,11.86,70.59,315
2019-03-01 17:50:00,70.35,0,35,0,49.51,0,20.22,0,28.76,7.33,101.42,10.68,63.86,326.25
2019-03-01 17:55:00,70.32,0,35,0,49.51,0,20.03,0,28.58,8.04,101.41,9.49,57.14,337.5
2019-03-01 18:00:00,70.3,0,35,0,49.52,0,19.85,0,28.46,7.81,101.41,9.96,47.03,326.25
2019-03-01 18:05:00,70.27,0,35,0,49.52,0,19.67,0,28.33,7.58,101.41,10.44,36.92,315
2019-03-01 18:10:00,70.24,0,35,0,49.53,0,19.48,0,28.2,8.04,101.42,9.66,35.36,326.25
2019-03-01 18:15:00,70.22,0,35,0,49.53,0,19.3,0,28.08,8.49,101.42,8.89,33.8,337.5
2019-03-01 18:20:00,70.19,0,35,0,49.54,0,19.12,0,27.78,9.82,101.43,8.65,37.24,337.5
2019-03-01 18:25:00,70.16,0,35,0,49.54,0,18.93,0,27.48,11.16,101.43,8.41,40.68,337.5
2019-03-01 18:30:00,70.14,0,35,0,49.55,0,18.75,0,27.28,11.72,101.44,8.57,49.61,337.5
2019-03-01 18:35:00,70.11,0,35,0,49.55,0,18.57,0,27.07,12.28,101.45,8.72,58.54,337.5
2019-03-01 18:40:00,70.08,0,35,0,49.56,0,18.38,0,26.94,12.36,101.46,8.31,46.66,337.5
2019-03-01 18:45:00,70.05,0,35,0,49.57,0,18.2,0,26.82,12.44,101.46,7.9,34.78,337.5
2019-03-01 18:50:00,70.03,0,35,0,49.57,0,18.02,0,26.68,12.5,101.46,8.36,37.62,337.5
2019-03-01 18:55:00,70,0,35,0,49.58,0,17.83,0,26.54,12.56,101.46,8.82,40.47,337.5
2019-03-01 19:00:00,70,0,35,0,49.58,0,17.65,0,26.39,12.62,101.47,9.27,43.31,337.5
2019-03-01 19:05:00,70,0,35,0,49.59,0,17.47,0,26.25,12.68,101.47,9.73,46.15,337.5
2019-03-01 19:10:00,70,0,35,0,49.59,0,17.28,0,26.12,12.64,101.47,8.61,41.26,337.5
2019-03-01 19:15:00,70,0,35,0,49.6,0,17.1,0,25.98,12.61,101.47,7.49,36.36,337.5
2019-03-01 19:20:00,70,0,35,0,49.6,0,16.92,0,25.94,12.22,101.48,7.2,41.26,337.5
2019-03-01 19:25:00,70,0,35,0,49.61,0,16.73,0,25.89,11.82,101.48,6.92,46.15,337.5
2019-03-01 19:30:00,70,0,35,0,49.62,0,16.55,0,25.88,11.55,101.48,7.6,45.72,337.5
2019-03-01 19:35:00,70,0,35,0,49.62,0,16.37,0,25.88,11.28,101.49,8.27,45.28,337.5
2019-03-01 19:40:00,70,0,35,0,49.63,0,16.18,0,26.05,10.5,101.5,9.41,49.92,326.25
2019-03-01 19:45:00,70,0,35,0,49.63,0,16,0,26.22,9.73,101.51,10.56,54.55,315
2019-03-01 19:50:00,70,0,35,0,49.64,0,15.99,0,26.12,9.66,101.51,10.17,50.8,315
2019-03-01 19:55:00,70,0,35,0,49.64,0,15.97,0,26.01,9.6,101.51,9.78,47.06,315
2019-03-01 20:00:00,70,0,35,0,49.65,0,15.96,0,25.94,9.38,101.52,9.68,52.8,315
2019-03-01 20:05:00,70,0,35,0,49.65,0,15.95,0,25.87,9.17,101.53,9.57,58.54,315
2019-03-01 20:10:00,70,0,35,0,49.66,0,15.94,0,25.78,9.24,101.54,8.98,51.91,315
2019-03-01 20:15:00,70,0,35,0,49.66,0,15.92,0,25.68,9.3,101.54,8.4,45.28,315
2019-03-01 20:20:00,70,0,35,0,49.67,0,15.91,0,25.65,9.23,101.55,9.11,52.64,315
2019-03-01 20:25:00,70,0,35,0,49.68,0,15.9,0,25.62,9.15,101.56,9.82,60,315
2019-03-01 20:30:00,70,0,35,0,49.68,0,15.89,0,25.64,9.02,101.56,10.09,59.27,315
2019-03-01 20:35:00,70,0,35,0,49.69,0,15.87,0,25.66,8.9,101.57,10.37,58.54,315
2019-03-01 20:40:00,70,0,35,0,49.69,0,15.86,0,25.44,9.18,101.57,9.4,49.96,315
2019-03-01 20:45:00,70,0,35,0,49.7,0,15.85,0,25.21,9.46,101.58,8.44,41.38,315
2019-03-01 20:50:00,70,0,35,0,49.7,0,15.84,0,25,9.82,101.6,7.86,41.38,315
2019-03-01 20:55:00,70,0,35,0,49.71,0,15.82,0,24.8,10.18,101.61,7.28,41.38,315
2019-03-01 21:00:00,70,0,35,0,49.71,0,15.81,0,24.59,10.47,101.61,6.78,36.89,315
2019-03-01 21:05:00,70,0,35,0,49.72,0,15.8,0,24.38,10.77,101.62,6.28,32.4,315
2019-03-01 21:10:00,70,0,35,0,49.73,0,15.78,0,24.17,11.06,101.62,5.78,27.91,315
2019-03-01 21:15:00,70,0,35,0,49.73,0,15.77,0,24.02,11.34,101.62,5.26,27.29,315
2019-03-01 21:20:00,70,0,35,0,49.74,0,15.76,0,23.87,11.63,101.63,4.73,26.67,315
2019-03-01 21:25:00,70,0,35,0,49.74,0,15.75,0,23.82,11.68,101.64,5.54,29.78,315
2019-03-01 21:30:00,70,0,35,0,49.75,0,15.73,0,23.76,11.73,101.66,6.35,32.88,315
2019-03-01 21:35:00,70,0,35,0,49.75,0,15.72,0,23.68,11.78,101.68,5.73,34.62,315
2019-03-01 21:40:00,70,0,35,0,49.76,0,15.71,0,23.61,11.84,101.69,5.11,36.36,315
2019-03-01 21:45:00,70,0,35,0,49.76,0,15.7,0,23.44,12.12,101.7,4.77,31.08,315
2019-03-01 21:50:00,70,0,35,0,49.77,0,15.68,0,23.28,12.4,101.71,4.43,25.81,315
2019-03-01 21:55:00,70,0,35,0,49.77,0,15.67,0,22.99,13.38,101.72,4.43,25.4,326.25
2019-03-01 22:00:00,70,0,35,0,49.78,0,15.66,0,22.7,14.36,101.73,4.43,25,337.5
2019-03-01 22:05:00,70,0,35,0,49.79,0,15.65,0,22.54,14.5,101.73,4.4,24.26,337.5
2019-03-01 22:10:00,70,0,35,0,49.79,0,15.63,0,22.39,14.64,101.73,4.36,23.53,337.5
2019-03-01 22:15:00,70,0,35,0,49.8,0,15.62,0,22.12,15.52,101.74,4.28,22.58,337.5
2019-03-01 22:20:00,70,0,35,0,49.8,0,15.61,0,21.86,16.41,101.74,4.21,21.62,337.5
2019-03-01 22:25:00,70,0,35,0,49.81,0,15.59,0,21.62,16.99,101.74,4.65,24.93,337.5
2019-03-01 22:30:00,70,0,35,0,49.81,0,15.58,0,21.39,17.58,101.75,5.09,28.24,337.5
2019-03-01 22:35:00,70,0,35,0,49.82,0,15.57,0,21.29,18.24,101.76,5,25.44,337.5
2019-03-01 22:40:00,70,0,35,0,49.82,0,15.56,0,21.19,18.9,101.78,4.9,22.64,337.5
2019-03-01 22:45:00,70,0,35,0,49.83,0,15.54,0,21.04,19.48,101.78,4.56,20.41,337.5
2019-03-01 22:50:00,70,0,35,0,49.84,0,15.53,0,20.9,20.06,101.78,4.22,18.18,337.5
2019-03-01 22:55:00,70,0,35,0,49.84,0,15.52,0,20.75,20.63,101.79,3.87,15.94,337.5
2019-03-01 23:00:00,70,0,35,0,49.85,0,15.51,0,20.6,21.21,101.79,3.53,13.71,337.5
2019-03-01 23:05:00,70,0,35,0,49.85,0,15.49,0,20.6,21.34,101.79,3.44,13.28,337.5
2019-03-01 23:10:00,70,0,35,0,49.86,0,15.48,0,20.6,21.46,101.8,3.36,12.86,337.5
2019-03-01 23:15:00,70,0,35,0,49.86,0,15.47,0,20.6,21.58,101.8,3.27,12.43,337.5
2019-03-01 23:20:00,70,0,35,0,49.87,0,15.46,0,20.6,21.71,101.8,3.18,12,337.5
2019-03-01 23:25:00,70,0,35,0,49.87,0,15.44,0,20.56,22.11,101.8,3.51,14.94,337.5
2019-03-01 23:30:00,70,0,35,0,49.88,0,15.43,0,20.52,22.51,101.81,3.84,17.88,337.5
2019-03-01 23:35:00,70,0,35,0,49.88,0,15.42,0,20.49,22.91,101.82,4.16,20.82,337.5
2019-03-01 23:40:00,70,0,35,0,49.89,0,15.41,0,20.45,23.31,101.82,4.49,23.76,337.5
2019-03-01 23:45:00,70,0,35,0,49.9,0,15.39,0,20.38,23.93,101.82,4.67,23.43,337.5
2019-03-01 23:50:00,70,0,35,0,49.9,0,15.38,0,20.32,24.56,101.82,4.86,23.1,337.5
2019-03-01 23:55:00,70,0,35,0,49.91,0,15.37,0,20.26,25.18,101.81,5.04,22.76,337.5
2019-03-02 00:00:00,70,0,35,0,49.91,0,15.35,0,20.19,25.8,101.81,5.22,22.43,337.5
2019-03-02 00:05:00,70,0,35,0,49.92,0,15.34,0,20.26,25.6,101.81,4.99,23.58,337.5
2019-03-02 00:10:00,70,0,35,0,49.92,0,15.33,0,20.34,25.4,101.81,4.76,24.74,337.5
2019-03-02 00:15:00,70,0,35,0,49.93,0,15.32,0,20.3,25.64,101.8,4.92,26,337.5
2019-03-02 00:20:00,70,0,35,0,49.93,0,15.3,0,20.26,25.87,101.8,5.09,27.27,337.5
2019-03-02 00:25:00,70,0,35,0,49.94,0,15.29,0,20.16,25.92,101.8,4.93,23.64,337.5
2019-03-02 00:30:00,70,0,35,0,49.95,0,15.28,0,20.07,25.96,101.8,4.78,20.02,337.5
2019-03-02 00:35:00,70,0,35,0,49.95,0,15.27,0,19.98,26.01,101.8,4.62,16.4,337.5
2019-03-02 00:40:00,70,0,35,0,49.96,0,15.25,0,19.88,26.06,101.8,4.47,12.77,337.5
2019-03-02 00:45:00,70,0,35,0,49.96,0,15.24,0,19.88,25.68,101.8,4.71,15.41,337.5
2019-03-02 00:50:00,70,0,35,0,49.97,0,15.23,0,19.88,25.31,101.8,4.95,18.05,337.5
2019-03-02 00:55:00,70,0,35,0,49.97,0,15.22,0,19.71,25.87,101.8,4.24,20.45,337.5
2019-03-02 01:00:00,69.99,0,35,0,49.98,0,15.2,0,19.54,26.43,101.79,3.54,22.86,337.5
2019-03-02 01:05:00,69.97,0,35,0,49.98,0,15.19,0,19.37,26.42,101.78,3.56,17.65,337.5
2019-03-02 01:10:00,69.96,0,35,0,49.99,0,15.18,0,19.2,26.42,101.78,3.59,12.44,337.5
2019-03-02 01:15:00,69.94,0,35,0,49.99,0,15.16,0,19.19,26,101.78,3.56,12.5,337.5
2019-03-02 01:20:00,69.93,0,35,0,50,0,15.15,0,19.17,25.57,101.77,3.54,12.57,337.5
2019-03-02 01:25:00,69.92,0,35,0,49.97,0,15.14,0,19.08,25.54,101.76,3.34,10.74,337.5
2019-03-02 01:30:00,69.9,0,35,0,49.94,0,15.13,0,18.98,25.51,101.75,3.14,8.92,337.5
2019-03-02 01:35:00,69.89,0,35,0,49.92,0,15.11,0,18.82,25.56,101.74,2.88,12.25,337.5
2019-03-02 01:40:00,69.88,0,35,0,49.89,0,15.1,0,18.66,25.6,101.73,2.61,15.58,337.5
2019-03-02 01:45:00,69.86,0,35,0,49.86,0,15.09,0,18.59,26.15,101.72,3.72,15.95,337.5
2019-03-02 01:50:00,69.85,0,35,0,49.83,0,15.08,0,18.52,26.7,101.71,4.84,16.33,337.5
